year,imd10,sex,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
2011,3,f,177,9,4,3,5,2,1,2,0,2,1,4,4,1,2,7,3,8,8,8,7,11,16,13,13,8,8,15,14,16,10,19,27,16,22,16,27,34,24,30,40,41,44,54,60,71,72,65,70,83,82,90,102,97,123,117,121,127,145,152,160,189,200,210,279,241,246,286,318,299,284,326,414,379,436
2011,4,f,144,14,3,4,2,3,1,0,0,1,1,2,3,2,5,2,5,4,7,6,5,8,8,12,8,8,11,15,7,11,15,13,18,18,22,20,22,24,26,31,42,43,53,58,47,60,67,58,85,63,91,85,101,93,122,129,130,109,135,148,175,197,207,232,258,232,273,267,272,280,307,341,359,396,401
2011,5,f,115,9,7,4,1,2,3,1,2,1,3,3,3,5,5,5,3,5,3,4,5,6,10,7,9,2,9,8,10,9,12,11,9,15,17,18,24,24,27,26,26,32,39,32,48,51,53,54,67,66,70,72,83,90,106,105,110,135,122,128,169,156,211,205,256,250,261,274,284,252,321,347,383,398,426
2011,6,f,104,6,7,2,1,3,3,1,1,2,2,0,3,2,5,4,3,5,7,6,8,7,6,5,7,5,9,10,10,9,11,13,17,12,11,23,13,22,18,24,33,32,35,49,46,47,58,53,54,74,81,70,77,69,85,104,123,134,119,156,151,166,201,206,258,226,229,274,274,274,253,300,378,361,401
2011,7,f,75,9,5,1,2,1,0,2,0,3,1,2,3,0,4,0,3,7,3,12,8,8,4,6,4,13,8,10,4,9,5,5,4,13,13,11,12,21,25,19,19,32,20,44,39,54,48,45,49,66,53,64,70,77,91,92,101,114,111,137,139,158,172,218,252,203,228,245,287,268,287,315,365,328,411
2011,8,f,65,9,5,5,1,3,1,2,1,3,1,3,1,1,1,1,4,6,3,4,7,6,2,5,8,6,7,5,10,9,16,8,7,12,14,10,13,14,27,25,20,35,33,37,36,41,39,48,38,60,57,72,66,83,80,90,79,98,115,122,148,170,184,217,248,229,228,237,278,253,243,273,305,347,395
2011,9,f,77,3,3,2,2,0,1,1,2,0,0,2,2,4,0,2,3,4,5,1,2,4,3,4,6,5,7,11,8,4,5,7,11,10,6,16,7,14,13,15,16,25,33,33,31,22,47,51,58,67,55,70,72,60,77,76,92,113,90,126,136,140,156,199,228,201,242,230,221,239,241,242,311,310,372
2011,10,f,57,7,3,2,1,3,2,3,0,0,2,3,2,1,2,2,3,5,3,4,4,6,3,3,5,5,3,11,5,5,10,8,7,7,10,6,9,12,16,17,22,18,28,19,28,38,40,29,51,39,55,67,57,82,69,63,53,81,98,108,112,114,124,188,191,187,199,241,177,210,212,250,268,283,293
2012,1,f,234,20,9,6,6,2,4,6,3,3,5,0,4,1,7,7,4,7,8,9,11,12,7,8,7,15,14,15,16,20,28,25,26,30,21,28,25,48,44,59,51,54,66,71,65,86,88,104,92,112,120,119,151,138,146,170,155,154,181,208,203,244,270,278,278,327,342,323,355,354,366,399,474,461,504
2012,2,f,208,9,9,4,2,3,5,1,1,2,2,2,6,7,2,3,7,4,5,8,8,6,8,10,11,11,12,5,23,10,10,21,21,29,26,27,26,29,35,44,40,46,64,56,67,57,72,80,101,93,105,77,126,124,114,135,141,136,159,171,152,189,222,203,269,284,239,285,312,339,308,347,409,426,451
2012,3,f,159,16,5,6,7,2,5,2,0,3,1,2,3,4,5,3,5,7,4,7,4,11,11,10,12,12,10,15,21,13,17,24,19,16,25,23,25,21,16,41,35,41,38,53,52,59,61,70,80,80,83,96,95,108,110,114,130,139,165,175,180,193,185,220,262,268,240,280,286,299,320,323,347,403,493
2012,4,f,133,5,3,4,1,4,3,4,1,0,2,1,4,2,6,3,4,7,4,5,8,6,3,12,8,13,17,11,13,13,11,10,14,17,19,17,15,15,25,28,35,26,46,42,53,53,77,62,65,72,87,106,92,102,96,126,110,114,149,169,171,170,199,207,228,274,247,285,269,286,294,302,321,442,427
2012,5,f,100,11,1,5,3,2,2,0,3,3,2,1,1,0,2,2,2,6,7,6,7,6,12,8,8,2,5,9,12,10,18,13,10,12,10,20,23,24,24,23,38,34,38,37,50,70,62,53,69,65,76,82,88,80,95,101,110,114,141,153,153,168,227,199,262,288,276,278,272,299,326,299,352,411,415
2012,6,f,79,7,2,4,3,7,2,3,0,2,2,5,0,0,1,3,3,4,3,5,12,7,6,5,6,8,5,5,9,7,12,9,16,11,14,16,13,21,13,17,25,40,28,47,29,49,48,72,58,62,79,85,87,77,91,107,101,119,138,148,136,165,166,192,248,281,234,257,287,279,300,296,383,365,405
2012,7,f,95,4,3,2,1,2,4,1,6,4,2,1,3,3,1,4,2,5,7,9,10,4,3,5,5,5,2,9,5,6,2,13,8,9,15,16,11,15,18,20,19,21,28,28,34,45,45,68,56,65,64,71,74,80,93,104,97,100,114,137,129,158,162,219,228,258,255,309,245,289,285,280,361,394,410
2012,8,f,80,5,2,0,2,2,0,0,3,2,2,3,2,1,0,3,3,2,4,3,5,11,1,4,6,11,4,14,4,5,5,9,11,11,15,9,13,11,20,18,19,34,31,28,43,47,35,46,44,55,69,75,64,91,74,89,110,110,100,146,137,144,172,194,204,272,208,236,268,310,287,271,317,337,393
2012,9,f,88,2,2,4,3,3,2,2,1,0,2,0,3,3,1,4,5,2,4,4,2,7,4,4,9,5,3,10,11,7,13,9,14,12,8,10,13,16,22,19,26,21,22,31,31,43,34,49,58,60,53,62,49,75,78,82,75,107,87,130,122,135,148,159,187,242,195,246,265,260,266,236,290,346,364
2012,10,f,63,6,0,4,1,4,2,3,0,0,2,1,3,3,3,2,1,6,3,3,3,5,4,4,2,1,2,3,6,6,6,10,6,4,9,5,9,16,14,22,14,19,22,24,33,31,36,41,48,57,44,54,69,58,83,62,81,70,96,86,114,100,164,155,185,220,195,213,218,227,203,229,281,268,325
2013,1,f,220,12,7,8,7,5,5,1,6,4,2,3,1,5,6,5,3,1,8,8,5,13,10,11,16,21,18,24,23,17,28,19,28,30,34,40,34,34,37,44,51,74,72,79,78,78,89,99,102,130,122,137,146,155,136,161,164,192,173,177,193,221,218,270,280,339,359,337,327,350,395,366,396,454,542
2013,2,f,186,18,8,10,5,3,4,3,2,1,4,5,3,2,4,4,7,6,11,7,12,12,9,5,12,13,16,17,17,16,24,19,22,25,32,25,28,23,32,56,38,50,59,67,68,68,63,99,79,110,91,108,113,118,123,152,149,135,164,176,172,191,220,228,271,291,283,307,296,320,345,347,369,428,425
2013,3,f,151,18,5,1,2,2,4,2,0,0,1,2,0,5,6,1,4,5,7,9,16,6,11,15,7,13,10,14,12,15,13,30,14,14,21,18,17,27,29,48,41,34,49,53,66,49,68,81,66,73,92,98,96,96,115,113,132,128,149,123,184,192,217,203,240,274,299,281,286,306,317,325,346,403,432
2013,4,f,105,7,6,5,1,5,2,0,1,0,4,1,2,2,1,2,3,3,4,3,0,6,8,5,11,6,8,14,12,11,17,14,19,16,23,15,28,24,18,24,29,45,39,41,66,46,54,77,77,70,93,94,98,121,97,130,142,138,141,175,162,186,168,238,216,272,286,275,282,292,328,323,340,413,414
2013,5,f,98,10,3,5,4,2,4,1,3,1,1,1,1,1,3,5,5,8,14,3,6,10,10,13,5,3,10,11,15,12,13,19,10,16,19,19,22,18,22,25,24,24,30,34,39,54,43,54,72,89,67,69,83,84,105,119,95,123,124,137,138,176,172,204,232,211,319,261,295,323,304,318,367,385,466
2013,6,f,85,8,3,3,1,3,1,1,2,5,5,4,1,0,2,3,4,0,5,5,6,2,7,5,7,7,7,6,12,15,16,14,10,18,16,16,25,12,17,22,27,30,34,33,39,51,56,64,58,59,65,94,85,91,104,99,111,117,121,127,147,170,180,200,223,274,274,278,301,321,330,301,342,379,426
2013,7,f,73,9,5,3,1,2,1,2,0,2,3,1,2,4,2,1,5,5,2,3,5,7,11,6,3,5,7,5,7,8,5,5,13,13,9,9,16,16,19,19,22,23,30,38,40,42,45,45,55,69,65,61,78,81,85,102,108,99,123,124,127,140,154,205,197,261,300,257,275,295,306,310,312,364,390
2013,8,f,70,5,1,3,5,2,2,5,4,4,1,0,7,0,2,5,4,2,5,5,4,5,6,5,8,6,6,6,6,7,8,7,13,8,12,17,11,15,17,22,13,34,26,25,37,38,31,60,46,51,81,70,73,79,74,87,77,107,106,113,118,126,150,187,184,240,285,272,254,296,267,312,289,351,392
2013,9,f,58,7,1,3,2,4,2,4,4,1,2,0,2,2,2,3,4,4,3,4,8,6,2,5,3,9,2,3,8,4,4,8,18,10,7,18,10,12,18,22,26,21,16,22,43,37,37,46,34,50,56,54,78,60,85,76,93,109,99,90,126,133,141,165,175,231,251,228,251,283,301,286,279,301,417
2013,10,f,62,4,4,0,2,1,0,1,1,1,2,4,0,2,3,4,1,3,1,6,3,4,3,4,4,7,9,5,6,3,9,9,8,9,8,9,9,13,15,16,16,24,24,27,40,25,38,34,45,55,48,53,49,59,55,73,72,87,90,102,108,114,151,139,153,167,214,202,239,243,266,230,237,339,339
2014,1,f,252,24,6,7,7,5,2,6,1,3,3,2,4,6,7,3,6,7,8,12,6,9,16,21,11,12,16,12,30,23,31,29,28,31,39,31,48,37,55,47,70,59,71,75,81,103,98,111,99,109,137,122,138,140,153,163,170,208,190,186,224,235,224,286,307,308,334,372,320,334,409,415,402,399,477
2014,2,f,188,10,10,6,2,2,4,4,4,3,4,3,2,6,2,6,6,6,6,3,9,7,12,9,21,11,13,9,22,21,13,27,24,34,31,30,25,34,33,37,49,51,48,58,63,75,71,82,85,98,113,125,122,120,132,136,122,151,177,154,173,184,211,218,253,287,295,310,301,324,348,403,381,407,456
2014,3,f,107,5,6,6,1,3,7,4,1,4,3,3,1,3,9,5,8,5,6,9,4,14,8,10,8,15,17,19,16,21,16,16,23,25,28,30,18,29,27,31,40,30,44,47,48,67,71,70,90,79,100,98,105,103,103,93,129,134,148,142,169,185,184,203,228,228,278,311,291,260,332,332,380,395,449
2014,4,f,134,6,10,9,2,2,3,3,5,2,1,1,2,2,7,3,11,1,6,5,9,10,8,8,10,11,12,12,18,14,15,20,10,21,22,20,23,26,24,39,27,39,38,64,48,54,50,63,73,70,66,93,96,87,111,118,108,109,129,156,179,202,193,179,217,268,256,337,301,290,320,342,385,411,460
2014,5,f,108,10,2,3,2,4,3,2,1,2,1,0,2,2,1,4,8,5,7,8,5,7,6,13,5,10,11,6,12,16,8,13,18,22,14,15,15,16,28,24,30,35,39,40,50,43,53,53,65,68,78,92,94,97,84,109,112,116,114,123,163,157,168,199,227,244,274,302,312,325,334,374,360,318,428
2014,6,f,99,4,1,0,1,1,1,6,2,2,2,0,2,1,3,5,6,5,4,6,2,4,6,7,6,4,3,12,10,9,13,11,14,12,24,17,22,19,24,18,25,42,38,40,41,52,47,50,65,62,67,73,72,91,92,122,97,113,113,114,146,151,177,199,214,226,240,294,312,310,360,321,381,351,364
2014,7,f,73,2,2,5,2,0,3,3,3,1,2,2,0,1,2,5,3,3,7,8,4,3,6,6,6,8,6,6,5,8,8,5,3,11,13,19,17,17,21,14,27,21,37,46,37,46,45,49,57,56,74,74,64,84,82,95,109,106,106,129,139,145,153,211,194,213,280,294,283,296,344,364,308,344,386
2014,8,f,75,1,3,0,2,1,1,1,1,2,2,0,0,1,2,6,1,4,9,5,8,2,9,4,6,7,6,4,4,4,6,11,11,8,16,17,12,13,20,17,26,24,22,28,30,47,50,38,47,79,66,59,80,73,79,94,101,108,104,116,123,162,175,159,203,190,247,310,282,335,326,321,330,343,337
2014,9,f,75,5,4,3,3,1,1,2,0,2,0,1,1,2,0,2,8,8,6,3,9,9,7,2,7,4,3,1,8,6,10,10,17,16,7,9,10,12,20,11,19,26,51,32,30,35,40,46,50,49,65,63,80,82,89,88,84,100,87,117,117,121,134,147,168,213,221,261,267,279,308,285,324,292,386
2014,10,f,66,8,4,2,4,2,2,1,2,0,2,0,1,4,4,1,0,6,7,5,4,5,6,6,3,5,5,5,4,9,2,9,7,9,8,13,17,14,13,16,13,18,17,32,31,25,29,46,43,35,50,50,61,58,76,80,86,85,74,89,101,114,100,114,153,179,196,250,227,222,256,284,255,293,338
2015,1,f,231,18,11,5,9,2,3,7,5,5,3,3,2,4,7,10,6,6,8,11,13,5,7,21,10,17,19,15,17,22,25,18,35,32,36,52,43,52,41,64,50,50,72,76,82,95,105,87,125,131,127,144,139,179,187,150,172,170,191,197,210,234,270,274,259,329,319,420,425,364,385,395,429,480,489
2015,2,f,182,15,7,6,5,4,3,3,3,2,3,0,2,8,2,4,5,3,7,7,6,6,8,7,12,9,19,20,13,20,23,19,25,20,26,20,38,38,38,34,53,54,57,56,74,71,88,82,90,100,111,131,111,129,116,130,148,157,175,189,175,208,219,255,232,263,280,335,429,346,329,394,422,413,446
2015,3,f,126,9,2,7,2,2,3,0,3,1,2,2,2,4,5,3,5,4,6,9,13,6,4,7,10,9,10,8,14,17,18,14,19,22,17,31,32,20,31,41,36,38,50,53,51,59,56,69,77,85,96,82,106,119,112,108,134,140,158,153,187,195,210,217,219,255,266,318,329,297,358,368,392,380,453
2015,4,f,110,9,3,5,4,1,2,4,2,3,3,0,3,6,2,6,10,5,5,9,7,9,11,6,6,11,14,15,14,11,14,21,14,13,22,25,22,26,21,22,40,25,32,39,39,64,66,62,58,76,92,82,105,123,108,122,109,114,122,149,157,167,184,195,218,218,244,294,381,359,351,380,370,445,414
2015,5,f,103,10,4,4,1,1,2,4,1,0,2,1,0,4,2,8,4,5,6,6,6,10,8,13,11,8,12,11,6,13,8,13,10,18,12,18,24,15,27,19,23,30,44,37,47,46,65,58,66,81,85,86,85,94,97,127,135,122,123,130,162,176,170,204,192,216,271,312,362,330,350,406,385,378,419
2015,6,f,78,5,3,5,2,2,4,3,2,1,0,1,4,2,4,6,2,7,16,3,4,3,7,10,7,9,9,4,9,13,14,11,15,24,17,12,13,20,27,12,23,22,32,35,44,56,47,68,64,63,74,74,88,83,106,85,106,137,124,165,154,176,171,169,187,228,259,302,371,333,381,380,408,414,404
2015,7,f,65,8,2,3,0,2,2,2,3,3,1,3,0,1,2,4,5,6,2,11,4,5,6,9,3,5,9,6,4,10,10,12,6,8,10,14,15,20,21,29,30,30,30,28,40,49,41,46,57,59,59,58,88,94,83,112,98,106,116,138,136,125,162,175,199,195,257,281,362,265,335,380,364,361,390
2015,8,f,70,7,2,4,1,4,4,1,1,2,0,1,3,4,2,5,2,5,5,8,4,3,7,10,8,5,9,9,9,11,12,8,14,9,14,5,16,15,24,18,16,19,35,28,33,26,54,42,66,53,66,74,70,90,93,79,95,89,105,112,144,130,135,168,181,202,235,260,335,282,291,361,310,374,362
2015,9,f,62,5,3,1,1,3,0,2,1,2,2,3,1,2,1,0,3,2,9,1,5,3,5,2,6,5,3,4,8,8,8,5,9,8,13,10,14,10,15,17,20,19,26,27,31,37,44,38,37,49,62,63,79,78,85,84,88,100,99,104,131,118,143,145,175,192,222,250,309,273,327,309,348,341,356
2015,10,f,58,2,3,0,1,1,1,2,3,2,2,1,3,2,4,2,1,3,2,5,8,5,4,4,2,5,1,2,3,7,6,8,14,5,10,14,9,15,6,11,12,16,17,21,23,22,31,44,46,35,45,69,58,64,80,90,81,89,73,107,114,109,123,134,162,159,223,223,289,215,240,292,273,306,278
2016,1,f,244,13,8,10,4,3,2,4,1,2,4,6,4,4,2,5,9,6,10,5,7,14,13,11,15,19,12,21,26,20,31,36,23,35,42,36,45,45,38,50,53,68,59,57,90,116,110,126,113,123,123,150,148,175,176,159,174,212,198,242,220,259,280,308,287,309,333,343,382,437,358,375,446,532,511
2016,2,f,181,13,11,0,6,3,4,3,1,2,5,4,3,6,5,7,4,6,4,10,15,15,14,7,12,13,15,13,21,22,22,18,30,25,21,38,35,32,33,36,35,40,50,58,71,76,81,83,88,89,110,118,133,130,138,143,156,150,194,180,181,209,238,248,221,280,279,298,342,401,375,388,435,411,425
2016,3,f,149,11,11,3,3,3,2,2,1,3,1,3,2,2,5,4,3,6,5,9,4,13,8,9,13,12,12,16,12,14,15,15,31,21,28,19,27,32,34,38,35,35,43,48,50,50,67,64,72,89,89,117,131,112,138,164,158,169,151,163,202,174,203,215,232,233,266,292,332,396,359,373,424,433,402
2016,4,f,115,13,4,2,0,1,3,1,1,3,4,2,2,2,2,5,6,2,7,1,6,8,3,11,10,12,9,6,15,16,16,11,18,19,18,25,21,24,24,16,29,36,38,51,64,50,46,73,61,76,92,96,116,109,117,131,137,135,138,159,164,186,214,204,224,247,298,325,337,384,341,369,412,420,424
2016,5,f,110,4,6,5,0,0,3,4,0,1,1,2,1,1,4,5,4,5,8,3,7,10,7,8,13,10,11,5,12,10,17,15,18,16,18,21,30,23,22,18,27,24,42,36,39,47,58,70,61,87,72,94,85,98,112,117,136,122,137,146,154,181,189,189,203,226,263,297,351,415,352,406,455,431,417
2016,6,f,87,6,4,3,4,0,2,0,0,1,1,4,1,1,1,4,2,3,7,2,3,3,5,8,7,3,11,11,11,9,14,13,15,15,13,16,18,18,15,19,26,30,26,39,45,46,48,67,72,53,86,84,84,83,118,103,128,122,141,152,130,155,178,182,191,192,290,285,321,393,340,391,419,424,388
2016,7,f,78,7,2,3,3,3,2,0,4,3,1,0,1,2,5,0,0,6,5,9,6,1,1,2,3,5,4,9,8,10,12,10,12,15,18,15,17,13,22,17,24,18,26,36,40,41,51,58,60,62,63,70,82,85,84,116,105,122,110,136,130,119,159,180,208,211,263,280,313,410,336,378,426,381,421
2016,8,f,67,5,2,2,2,0,3,3,0,4,2,3,1,1,3,1,4,4,9,5,6,6,7,5,6,8,6,10,7,11,10,10,7,11,13,14,19,20,17,14,22,22,18,30,41,59,39,45,47,63,59,73,82,91,76,98,104,110,109,129,122,119,159,155,199,193,233,247,303,332,318,374,418,407,415
2016,9,f,69,12,1,0,6,1,0,1,1,1,1,0,2,1,1,1,3,2,7,5,5,4,7,6,2,7,5,9,5,9,9,9,19,16,12,11,13,11,16,19,14,26,24,24,26,40,41,34,56,53,62,63,80,77,78,93,88,98,110,111,135,128,153,152,160,177,228,254,317,328,304,340,369,400,394
2016,10,f,54,6,1,2,2,2,1,2,2,4,0,2,1,2,2,3,3,2,6,8,5,3,3,4,3,4,7,7,3,3,7,6,5,6,12,8,9,12,13,18,18,21,29,20,25,38,34,32,33,30,52,73,56,69,71,70,76,78,115,112,94,109,122,131,139,159,190,197,232,307,263,305,313,312,300
