year,imd10,sex,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
2009,9,m,28023,28916,28772,29182,28794,28871,28451,27883,28715,30229,31024,31483,32446,32350,32655,33964,33612,34961,34811,32571,29787,29139,28006,28124,28252,27162,27122,26750,27011,28077,28115,26916,27643,28229,30135,32063,34452,36611,38595,38131,39753,39852,41321,41626,42147,41609,41067,40275,39054,37721,37060,36888,35184,34318,32671,33313,32644,32187,32460,33259,34977,37503,41489,31950,31110,31362,28577,24834,22266,23175,23338,22735,21983,20814,19674
2009,10,m,25921,27903,28842,29239,29598,30630,29948,29918,30908,31712,33222,33614,34175,34351,34252,35483,34822,34169,33603,28918,25316,25289,24133,25032,24479,22335,21811,21785,21202,22107,23270,22835,23881,24546,27109,29641,31944,34903,36859,37212,39058,39797,40918,41440,42737,42406,41970,41476,40496,38997,38516,37485,36219,35253,33925,33765,33382,32626,32817,33701,35017,38243,41800,32247,31482,31298,28682,24698,21870,23048,23179,22691,21618,20704,20020
2010,1,m,46795,46054,45810,43973,42005,39833,38178,36709,35641,35374,35907,35973,36493,37319,37893,36599,37493,37490,37225,40518,39338,39095,39968,39018,40426,43136,41901,41660,41069,41135,41636,38621,36404,35397,35613,35188,34748,35783,36752,36593,36530,36824,36468,36319,34470,34963,34791,34068,33299,31401,31024,29714,29326,28052,26834,25873,25765,25287,24504,24030,24334,24011,24850,25842,20154,19373,19112,18098,16818,15872,16311,15817,15455,14810,13861
2010,2,m,43554,42175,41678,39523,38459,36265,34557,34212,32667,32526,32976,33702,34110,35135,35042,34583,35599,35795,36845,41202,40860,40278,41268,41348,43449,45142,44457,44463,44254,45328,44795,42500,38932,37369,37720,36923,36814,37655,38080,38564,38341,38109,38069,37781,36538,36535,35903,35107,34157,32507,31449,30572,29514,28533,26842,25636,25540,25058,24396,23784,24091,23907,24938,26301,20553,19458,19199,18424,16891,15730,16362,15931,15551,14698,13872
2010,3,m,39776,38417,38394,36290,34988,32767,31504,30597,29565,29532,30088,31048,31493,32380,32869,32513,33480,34071,36451,41054,43123,41821,43221,42671,45561,46618,46333,46837,46475,47567,46647,44317,40327,38628,38836,38035,37508,38171,38824,39803,38610,38471,38285,38563,37381,37544,37094,35771,35157,33682,32689,31345,30462,29207,28133,27217,26867,26408,25508,25718,25627,25733,26767,28838,22202,21647,21354,19906,18018,16730,17294,17108,16599,15787,15013
2010,4,m,36309,34967,34904,32724,31496,30147,29281,28089,27250,27967,28882,29885,29683,31092,31290,30725,32040,32598,35608,40458,42939,42309,41421,40240,42877,42811,42409,42567,43057,44505,43922,41898,39022,37788,37524,37233,37017,38045,38921,39798,38245,38861,38607,38936,39307,38343,38080,37152,36221,34798,33503,33076,32110,30506,29793,28691,28562,28267,27239,27610,28434,28522,29896,32419,25419,24189,24449,23151,20545,18816,19350,19072,18628,17495,16370
2010,5,m,33307,32091,31935,30696,29644,28605,28338,27183,26719,27250,28377,29333,30043,30937,30703,30725,32263,32232,33291,35164,37298,36125,36244,35641,37639,38222,37379,38058,38090,39797,39228,37935,35140,34611,34851,34538,34788,36340,37531,38619,37578,38314,38180,39088,38969,39131,38609,37917,37155,36451,34706,33863,33556,31980,31043,30049,29982,29916,29124,29829,30246,31352,33490,35851,27873,27404,26979,25342,22663,20616,21208,20718,20276,19311,18394
2010,6,m,31800,31461,31105,30100,29318,28340,27778,27100,26664,27745,28485,29697,29745,30957,30721,31075,31949,31605,31992,32567,32898,32431,33596,33256,34599,34841,34549,34783,35242,37108,36646,35709,33725,32834,33646,34641,34753,36429,38074,38915,38238,38814,39111,40140,40030,40270,39968,39198,38252,37617,35403,35113,34655,33360,32162,31471,31337,31503,30430,30995,31363,33331,35325,38241,29540,29144,28892,27117,24087,21389,22497,21947,21699,20472,19258
2010,7,m,29451,29023,29920,28912,28948,27754,27658,26734,26510,27470,28927,29585,30246,31002,30995,31413,32342,32453,33533,34094,32672,32257,31818,30667,31555,31647,30780,31544,31633,33193,33278,32338,30154,30434,31013,31808,33274,35189,36929,38686,37476,38859,38788,40409,40373,40782,40347,39619,39050,38047,36425,35976,34928,34281,33096,31991,32302,32272,31204,31841,32893,34213,36309,40106,31207,30203,30276,27714,24797,21753,22756,23007,22199,20970,20071
2010,8,m,29151,28706,29544,29329,29131,28185,28465,27409,27342,28124,29037,30366,30809,31310,31363,31494,32858,32819,33499,32040,31363,30741,31046,29608,30149,29890,29780,29851,30064,30819,31821,30993,29372,29436,30407,31987,32931,34813,37207,38880,37701,39074,39947,40543,41051,40957,40501,39990,39168,38815,36739,35976,35611,34078,33062,32113,32514,32313,31579,32033,32723,34588,36754,40429,31411,30659,30279,27782,24635,21843,23031,22931,22186,21060,20110
2010,9,m,28000,28414,29627,29238,29666,28983,28965,28657,28089,29011,30504,31148,31787,32656,32516,33230,34389,34008,34631,33517,29260,29362,29640,28529,28446,27894,26666,26684,26645,27269,28484,28402,27300,27922,28427,30838,32427,34815,36918,38899,37936,39845,39756,41340,41475,41784,41711,41108,40245,39063,37568,36941,36582,34898,34064,32419,33170,32507,31984,32338,33130,34774,37106,41413,31702,30875,31244,28357,24562,21974,22973,23026,22430,21521,20279
2010,10,m,26048,27081,28990,29960,30179,29946,31078,30334,30123,31207,32132,33676,33852,34403,34559,34278,35795,34841,33376,29387,25051,24769,26029,24668,24946,23197,21540,21366,21496,21031,23070,23628,23356,24393,25290,28628,30447,32599,35694,37560,37347,39326,39797,41031,41427,42767,42526,41929,41477,40324,38630,38211,37220,35975,35023,33452,33537,33070,32280,32514,33318,34752,37921,41533,31861,31160,31175,28395,24547,21543,22828,22863,22367,21241,20392
2011,1,m,47455,46610,45788,45340,43637,41913,39499,37617,36306,35207,35287,35754,35920,36515,37432,37726,36910,38258,38484,39605,40900,40664,39934,40966,39864,42044,43278,41897,41624,41282,41125,41278,38335,36275,35206,35190,34956,34519,35589,36590,36877,36014,36271,35922,35924,34780,34615,34538,33851,33260,31745,30698,29532,28972,27865,26807,25464,25390,24994,24122,23710,23839,23541,24337,25463,19762,18746,18621,17459,16271,15157,15643,15103,14741,14089
2011,2,m,43664,42887,41958,41527,39502,38603,35970,34302,34039,32617,32714,33137,33877,34126,35180,35289,35091,36156,36818,39849,43385,43597,42864,43526,43461,45757,46471,45540,45495,45229,45454,45064,42483,38861,37446,37403,36738,36435,37384,37853,38374,37886,37673,37609,37261,36571,36345,35743,34915,34050,32629,31154,30305,29348,28255,26804,25401,25424,24764,24219,23677,23665,23501,24471,25886,20043,18893,18789,17892,16449,15166,15832,15437,15012,14098
2011,3,m,40805,39029,37932,38113,36069,34935,32722,31493,30543,29584,29578,30284,31139,31826,32643,33341,33013,33945,35308,40460,45682,45592,44362,45493,44815,47241,48300,47695,48148,47736,47308,46970,44570,40498,38590,38692,37805,37271,38159,38558,39325,38092,38045,37726,38058,37253,37381,36931,35680,35064,33549,32554,31210,30275,29072,28056,27019,26561,26250,25319,25440,25299,25488,26332,28436,21856,21301,20912,19535,17616,16354,16711,16556,16099,15203
2011,4,m,37139,35823,34612,34696,32604,31588,30106,29356,27859,27374,28268,29054,30131,29918,31241,31865,31186,32437,33976,39339,45077,45009,43111,42470,41241,43503,44297,43608,43822,44014,44507,44102,42194,39027,37537,36900,36932,36639,37948,39118,39351,38006,38478,38400,38572,38865,38371,38110,37095,36196,34845,33434,33009,31970,30303,29718,28666,28453,28207,27054,27288,28226,28361,29567,32269,25060,23947,24196,22764,20165,18306,18847,18602,18099,16945
2011,5,m,33202,32815,31704,31799,30718,29793,28576,28454,27352,26784,27491,28514,29558,30229,31025,31113,31051,32524,32825,34526,38056,38688,37687,37816,37305,38371,39344,38628,39197,39121,39669,39695,38231,35208,34579,34308,34509,34663,36155,37549,38303,37326,38154,37923,38811,38466,39089,38590,38063,37173,36151,34790,33885,33479,31893,31076,30075,29930,29909,28947,29575,30100,31162,33161,35646,27559,27135,26716,25068,22301,20200,20724,20283,19771,18719
2011,6,m,32584,31551,31370,31296,30329,29534,28444,27851,27265,26828,27917,28717,29872,30041,31127,31304,31361,32309,31941,31369,33444,33534,33756,34846,34316,35367,35822,35314,35677,36077,37056,37092,36129,33763,33086,33774,34619,34889,36435,37920,38840,38044,38740,38952,39930,40043,40359,39886,39097,38204,37299,35409,35098,34553,33261,32131,31446,31365,31369,30319,30802,31251,33193,35063,37870,29321,28670,28697,26825,23769,20949,22196,21405,21175,20022
2011,7,m,29723,29226,29017,29936,29066,28984,27871,27770,26915,26744,27669,29052,29789,30435,31425,31506,31686,32726,32902,33336,34174,33139,32137,32066,31210,31730,31830,31298,32126,32460,33374,33510,32565,30374,30577,31195,31960,33393,35215,36929,38540,37381,38714,38704,40313,40250,40692,40452,39678,39039,37955,36467,35861,34782,34244,33012,31922,32160,32206,31016,31716,32697,34029,35987,39898,30718,29907,29998,27411,24373,21397,22312,22548,21720,20401
2011,8,m,29121,29260,28972,29930,29705,29129,28346,28629,27619,27451,28288,29373,30546,31012,31657,31997,31882,33402,32771,31955,31164,31747,31389,31706,30438,30499,30263,30100,30315,30656,31158,32042,31467,29524,29855,30696,32249,33411,35164,37482,38779,37665,39067,39865,40465,40807,40916,40525,39995,39361,38554,36603,35895,35542,33915,32794,31943,32446,32241,31381,31812,32574,34284,36408,40295,31032,30367,30014,27529,24328,21557,22681,22548,21671,20603
2011,9,m,28048,28361,28865,30215,29746,29990,29234,29024,28796,28254,29073,30735,31477,31959,32747,32972,33513,34950,34142,33811,30655,28771,29939,30234,28575,28079,27483,26277,26570,27035,27842,28934,28687,27753,28391,29258,31272,32814,35178,37320,38733,38068,39863,39709,41202,41227,41654,41738,40985,40215,38671,37491,36657,36445,34798,33826,32123,32892,32356,31744,32101,32799,34435,36802,41239,31276,30597,30954,28062,24291,21658,22514,22574,22008,21046
2011,10,m,26151,27048,28111,29903,30756,30663,30306,31260,30601,30399,31532,32420,33908,34061,34593,34500,34531,36000,34125,28975,25328,24404,25968,26652,24391,23690,22387,20805,21066,21356,21957,23163,23986,23856,24929,26630,29269,31190,33291,36241,37936,37567,39552,39785,41123,41548,42675,42420,41958,41381,40011,38324,37900,36788,35543,34582,33076,33215,32737,31853,32276,32985,34343,37417,41282,31531,30746,30876,28027,24238,21173,22461,22535,21959,20768
2012,1,m,48764,47434,46222,45443,45276,43255,41591,39018,37278,36158,35231,35069,35550,36036,36365,37154,37174,36551,38242,39515,40906,41624,41531,40455,40773,41085,42773,43319,41608,41339,41566,40791,40975,38101,35635,34725,35073,34770,34426,35087,35787,36637,35895,35800,35492,35790,34982,34614,34372,33304,33167,31465,30592,29334,28763,27935,26732,25237,25019,24516,23955,23451,23417,23007,23785,24887,19196,18234,17967,17035,15684,14563,14952,14526,14188
2012,2,m,45639,43557,42650,41581,41448,39519,38554,36192,34600,33639,32227,32818,33091,34015,34220,35257,35294,35373,36898,38878,41384,44165,44032,43840,44559,44581,46441,47235,45920,45519,45090,45233,44731,41738,38408,37108,37084,36590,36044,36774,37288,37997,37662,37595,37410,37120,36749,36229,35535,34526,33948,32739,31090,30189,29130,28132,26691,25391,25193,24471,23903,23486,23261,23143,23872,25138,19634,18598,18311,17311,16174,14751,15257,14755,14436
2012,3,m,42531,40367,39080,37746,37839,35936,34794,32762,31539,30522,29927,29673,30423,31332,32048,32946,33738,33255,35380,39011,42540,45852,45961,45752,46393,46262,48242,49035,48038,48221,47131,47168,46114,44107,40280,37904,37928,37241,36707,37912,38173,38935,37642,37711,37715,38074,37016,37006,36930,35527,34994,33498,32264,31157,30229,28982,27953,26782,26270,26111,25068,25121,25119,25176,25906,28120,21451,20939,20612,18987,17170,15804,16238,16031,15498
2012,4,m,38464,36947,35551,34562,34406,32849,31709,30047,29445,28093,27798,28402,29345,30092,30091,31539,32244,31603,34034,38632,42587,45248,43971,43642,43589,42348,43941,44572,43877,44411,43642,44355,43973,41655,38616,36962,36544,36452,36435,37800,38504,39134,37853,38288,38361,38355,38512,38504,37835,36932,36071,34815,33401,32827,31693,30453,29435,28389,28414,28002,26989,27088,28008,28077,29384,31883,24697,23649,23743,22286,19760,17851,18410,18054,17574
2012,5,m,34279,33346,32846,31867,31795,30674,29982,28926,28591,27662,26711,27834,28674,29541,30380,31334,31497,31304,33042,34125,36799,39043,39000,38252,38712,37526,38892,39529,38633,39592,38893,39574,39582,37939,35295,33964,33842,34224,34625,36189,37399,38229,37264,38098,37647,38866,38488,38897,38703,38133,37055,36359,34702,33902,33261,31805,31084,29926,29908,29751,28799,29374,29941,31023,32808,35407,27553,26640,26428,24657,21806,19678,20205,19842,19265
2012,6,m,32621,32744,31727,31514,31466,30660,29848,28607,28148,27194,27273,28073,28858,30141,30336,31399,31430,31601,32323,30669,32547,34095,34616,34539,35570,34678,35600,36126,35537,36197,36112,37094,37029,36159,33604,32832,33676,34248,34805,36501,37839,38739,37901,38811,38697,39787,40045,40329,39803,39234,38264,37262,35449,35086,34645,33084,32097,31379,31228,31257,29975,30744,31048,32919,34855,37667,29031,28372,28409,26369,23238,20584,21749,21010,20736
2012,7,m,30325,30129,29658,29365,30112,29443,29256,27841,27967,27370,26942,27836,29228,30058,30850,31758,31628,31921,32761,32526,32877,33701,33181,32057,32396,31419,32038,32029,31375,32259,32436,32952,33762,32937,30595,30822,31268,32086,33483,35090,37203,38431,37350,38759,38731,40183,40269,40808,40348,39652,39114,37689,36386,35980,34711,34076,33002,31816,32134,32091,30834,31346,32545,33759,35906,39527,30512,29651,29592,27093,23941,20985,21870,22037,21264
2012,8,m,30086,29669,29709,29505,30400,29995,29367,28653,28788,27760,27682,28533,29748,31047,31095,31744,32178,32282,32854,30967,31158,31990,31876,31340,31793,30028,30395,30572,29853,30171,30566,31271,31893,31638,29931,30149,30774,32521,33463,35459,37606,38806,37654,39146,39647,40686,40766,40784,40422,39953,39238,38342,36567,35771,35390,33785,32785,31832,32258,32089,31007,31551,32440,34324,35965,39845,30779,30033,29739,27306,24099,21335,22269,22076,21127
2012,9,m,28313,28750,29089,29453,30621,30017,30301,29589,29185,29255,28450,29326,30758,31535,32394,32931,33484,34155,34482,32903,30562,30646,30211,29932,29457,27949,27479,27143,26426,26467,27533,28430,29468,29036,27905,28665,29560,31589,32994,35261,37743,38870,38045,39933,39894,40933,40884,41488,41796,40922,40310,38454,37310,36729,36500,34479,33534,32123,32521,32262,31471,31823,32439,34126,36604,40898,30916,30271,30669,27730,24078,21275,22165,22236,21492
2012,10,m,25757,27424,28365,29317,31157,31459,31087,30818,31577,30970,30488,31741,32661,33902,33989,34506,34471,34033,34342,28252,25218,25739,25954,25811,25519,23024,22431,21690,20774,20990,22000,22645,23806,24365,24257,26338,27664,30027,31615,33913,37058,38325,38074,39465,40125,41073,41409,42469,42302,42054,40904,39776,37981,37354,36576,35296,34122,32827,32830,32366,31723,31895,32556,34012,37152,40998,31165,30466,30501,27706,23884,20863,22071,22114,21580
2013,1,m,47434,48619,47169,45816,45128,44804,43016,41354,38747,37140,36294,35170,35013,35592,36050,36030,37165,37359,36461,38389,38979,40588,41962,41728,40353,42123,41230,42742,43229,41523,42183,41101,40446,40571,37644,35522,34454,34665,34457,34090,34961,35533,36148,35714,35520,35525,35614,34815,34392,34134,33506,32919,31207,30414,29113,28877,27721,26479,24896,24717,24424,23525,23014,22937,22462,23408,24220,18635,17727,17357,16412,15090,13980,14328,13775
2013,2,m,44546,45483,43377,42582,41446,41402,39426,38438,36147,34530,33498,32218,32830,33188,34036,34319,35417,35497,35747,38052,40681,42421,45093,44954,44827,45119,45271,46983,47579,46063,45679,45014,44902,44375,41543,38206,36598,36932,36455,35832,36513,37187,37987,37250,37388,37435,36909,36540,35970,35336,34454,33749,32599,30859,29974,29164,27961,26534,25136,24894,24377,23515,23068,22930,22730,23548,24613,19233,18062,17845,16988,15628,14245,14693,14219
2013,3,m,41691,42307,39932,38685,37671,37661,35971,34823,32798,31544,30426,29927,29970,30511,31663,32422,33153,33918,33969,38405,41714,43505,46361,46875,46526,47078,47252,49104,49327,48476,47865,47207,47066,45725,43658,39535,37434,37444,36916,36459,37360,37819,38832,37414,37674,37942,37899,36953,36930,36753,35519,34830,33429,32169,31115,30362,28708,27673,26590,26004,25890,24851,24815,24727,24892,25632,27710,21128,20564,20180,18473,16774,15355,15724,15482
2013,4,m,37278,38287,36579,35380,34318,34495,32880,31708,30241,29478,28365,27796,28444,29434,30071,30528,31779,32338,32674,37443,41893,43164,44850,44158,43613,44013,42861,44561,45045,44329,44139,43708,44003,43654,41272,37795,36563,36257,36298,36139,37458,38354,38976,37652,38048,37989,38252,38473,38384,37743,36898,35914,34832,33243,32719,31721,30345,29523,28262,28231,27878,26813,26902,27763,27851,28981,31542,24369,23271,23325,21794,19243,17447,17822,17522
2013,5,m,33944,34175,33478,32868,32000,32042,30934,30165,29099,28697,27738,26875,27912,28789,29650,30822,31461,31541,31892,34924,36576,37628,39233,39263,38746,39195,38173,39368,39919,39007,39295,39155,39597,39463,37910,34407,33689,33676,33948,34553,36004,37268,38116,37307,38125,37619,38868,38426,38774,38700,38093,37084,36281,34732,33865,33236,31669,30983,29826,29787,29620,28626,29262,29893,30805,32477,35076,27173,26282,26110,24287,21420,19190,19603,19285
2013,6,m,32324,32961,32969,31893,31645,31718,30670,30110,28705,28289,27445,27427,28079,29053,30343,30592,31536,31478,31753,31327,32223,33228,34962,35326,35127,36134,35116,36257,36406,36041,36121,36430,37241,37106,36060,33205,32875,33674,34456,34749,36069,37930,38702,38029,38944,38589,39912,40073,40484,39903,39267,38405,37241,35497,35080,34531,33200,32081,31216,31109,30940,30011,30570,30974,32757,34502,37342,28724,28041,28033,25986,22900,20146,21286,20539
2013,7,m,29213,30644,30452,29953,29580,30421,29779,29550,28107,28229,27495,27167,28155,29443,30244,31118,31844,31755,32326,33028,32454,33018,33701,33448,32316,32514,31613,32224,32354,31668,32206,32467,33333,33768,33056,30731,30922,31389,32130,33590,35331,37415,38638,37471,38787,38517,40172,40319,40792,40376,39708,39129,37622,36341,35918,34474,33972,32842,31682,32013,31924,30656,31192,32304,33504,35623,39271,30266,29342,29219,26723,23552,20555,21433,21601
2013,8,m,28904,30473,30393,30183,29987,30838,30235,29639,28961,29125,27931,27900,28845,29952,31318,31152,31903,32527,31881,31325,30812,31691,32392,32267,31446,31991,30066,30346,30734,29884,30266,31009,31622,32256,32076,30412,30368,30815,32850,33765,35540,37660,38898,37771,39208,39811,40576,40685,40829,40460,39801,39079,38303,36600,35746,35194,33680,32668,31683,32104,31677,30795,31315,32221,34111,35524,39477,30494,29715,29372,26885,23651,20917,21853,21603
2013,9,m,27111,29117,29552,29966,30209,31001,30418,30644,29814,29483,29589,28807,29587,30981,31995,32541,33202,34089,33605,33648,29274,30056,31244,30394,29891,29195,27590,27180,27185,26355,27011,27949,28784,29928,29478,28465,29123,29973,31827,33266,35878,37970,38969,38277,40032,39838,40991,40841,41526,41745,40670,40184,38362,37229,36562,36076,34423,33327,31924,32319,31949,31274,31558,32186,33832,36186,40636,30721,29962,30317,27399,23728,20900,21835,21841
2013,10,m,24846,27195,28986,29610,30461,31935,32048,31494,31285,31946,31145,30852,31892,32735,33885,33787,34544,34465,33255,30278,24550,25180,26755,26465,25451,24315,22356,21836,21161,20533,21639,22071,23123,24455,25127,26121,27208,28359,30539,32299,35012,37501,38858,38325,39769,40065,41097,41428,42294,42001,41558,40743,39497,37713,37057,36004,34965,33813,32508,32476,31934,31315,31517,32263,33655,36830,40536,30888,30131,30060,27273,23620,20573,21647,21698
2014,1,m,46544,47486,48652,47268,45612,44687,44445,42804,41180,38651,37269,36089,35054,35082,35683,35848,36258,37524,37591,36887,39118,39379,40995,42361,42143,42573,42497,41359,42849,43430,42369,41761,40942,40168,40147,37736,35037,34026,34389,34143,33706,34692,35273,35949,35459,35514,35431,35406,34784,34363,34450,33292,32798,30956,30150,29264,28578,27459,26171,24672,24687,24049,23234,22688,22472,22148,22772,23574,18109,17196,16836,15753,14548,13420,13700
2014,2,m,43369,44500,45282,43084,42398,41716,41371,39417,38321,36186,34372,33503,32275,32976,33281,34401,34584,35970,36047,37060,40157,41539,43251,45607,45874,45416,46087,45958,47118,47864,46330,45885,44771,44389,43866,41186,37739,36226,36623,36034,35346,36269,36945,37964,36965,37321,37283,36887,36418,35891,35190,34305,33503,32386,30850,30057,29011,27744,26327,24871,24810,24102,23161,22780,22631,22384,23059,24200,18753,17616,17357,16475,15065,13767,14214
2014,3,m,40710,41344,42013,39513,38623,37413,37576,36081,34909,32698,31590,30582,29945,30114,30881,32019,32602,33469,35232,37701,41866,43472,44929,48111,48092,47651,48245,48101,49786,49752,48055,47775,46892,46676,45662,42757,38969,37002,37247,36777,35934,37026,37701,38636,37410,37851,37820,37726,36804,36877,36688,35418,34796,33449,32204,31181,30221,28655,27462,26403,25835,25762,24582,24622,24520,24706,25249,27245,20751,20154,19626,18100,16276,14945,15166
2014,4,m,36525,37171,37878,36495,35131,34653,34582,32992,31912,30376,29757,28450,28042,28683,29594,30475,30779,32049,33707,36774,41561,42999,43330,45198,45004,44003,44826,43594,45061,45717,43965,44444,43718,44008,43489,40532,37536,36270,35929,36096,35787,37180,38119,38922,37675,37941,38048,38260,38370,38478,37962,36850,35963,34818,33128,32698,31539,30193,29433,28082,28199,27676,26679,26737,27510,27581,28685,31278,23995,22807,22865,21312,18763,16918,17327
2014,5,m,32588,33754,34417,33559,32844,32097,32376,31080,30315,29191,28989,27882,27050,28021,28940,30040,31093,31578,32171,33423,36990,37479,38031,40035,39807,39403,39930,38837,39961,40657,39016,39489,39062,39665,39465,37251,34280,33515,33683,33873,34337,35838,37153,37957,37313,38162,37623,38796,38309,38713,38615,38149,37160,36261,34675,33833,33229,31719,30936,29809,29637,29495,28612,29019,29615,30421,32251,34646,26811,25849,25682,23804,20960,18730,19100
2014,6,m,31612,32424,33023,33101,32088,31816,31876,30810,30314,28940,28308,27716,27554,28230,29223,30486,30756,31910,31690,30877,32471,32963,34308,35967,35946,35880,36628,35513,36556,36671,36049,36391,36669,37277,37052,35645,33356,32984,33598,34281,34544,36095,37934,38687,38020,38751,38696,40076,40012,40467,39999,39240,38594,37422,35461,34954,34635,33249,31965,31211,30767,30824,29809,30490,30918,32476,34366,37000,28350,27664,27547,25652,22471,19694,20810
2014,7,m,29003,29796,31091,31163,30312,30150,30751,30078,29793,28429,28442,27724,27521,28385,29658,30658,31351,31937,32201,32560,33007,32647,33260,34080,33635,32390,32831,31969,32432,32644,31688,32567,32951,33751,33937,33036,31020,31106,31381,32242,33734,35471,37668,38558,37572,38726,38664,40168,40425,40909,40388,39720,39156,37618,36381,35589,34547,33919,32774,31603,31731,31751,30541,31014,32057,33223,35408,38862,29977,29071,28806,26339,23090,20114,21012
2014,8,m,28525,29532,30999,30684,30789,30448,31267,30548,29948,29227,29253,28277,28226,29055,30231,31506,31482,32301,32287,30775,30883,31326,32349,32967,32438,31286,32014,30181,30668,30773,30030,30675,31370,32021,32757,32328,30686,30526,31129,32901,33832,35706,37705,38943,38036,39264,39694,40760,40680,40769,40395,39915,38954,38299,36665,35646,35099,33568,32538,31524,31866,31572,30576,31224,32016,33617,35219,39248,30201,29361,29048,26427,23275,20564,21359
2014,9,m,26943,27996,30002,30385,30757,30648,31371,30672,30967,30223,29791,29772,29019,29927,31361,32057,32721,33911,33873,32924,30859,29052,30534,31309,29940,29642,28765,27118,27194,27162,26707,27373,28245,29137,30425,30210,28995,29646,30384,32090,33857,36025,38043,39220,38418,40204,39870,41027,40887,41494,41441,40472,40153,38340,37011,36084,35899,34204,33162,31646,32063,31783,30949,31418,31935,33588,35914,40271,30500,29593,29976,26992,23346,20627,21486
2014,10,m,24501,26343,28695,30324,30892,31154,32511,32686,31922,31571,32187,31494,31136,32032,32871,33965,33844,34512,33565,29334,25971,24782,25856,27183,26299,24289,23704,21808,21533,20873,21301,21897,22724,23942,25366,27269,26827,27883,29109,31285,33480,35618,38006,39288,38414,39778,40078,41051,41512,42181,41639,41438,40430,39188,37507,36737,35688,34645,33504,32208,32052,31610,30974,31126,31908,33394,36515,40118,30591,29823,29720,26842,23189,20198,21288
2015,1,m,46598,46956,47667,48591,47123,45484,44580,44343,42653,41177,38947,37440,36118,35216,35288,35571,36121,36719,38114,38752,37935,39668,40248,41571,43348,44793,43222,42947,41750,43141,44539,42505,41530,40818,39899,40352,37581,34807,33826,34117,33960,33521,34477,35232,35922,35592,35489,35379,35167,34561,34495,34188,33194,32713,30869,30383,29089,28316,27196,25916,24923,24255,23718,22803,22216,22105,21625,22169,23008,17622,16661,16236,15171,13954,12876
2015,2,m,43262,43338,44441,45142,42971,42515,41612,41510,39515,38501,36126,34490,33780,32460,33249,33672,34820,35097,36752,38025,39685,41814,43332,44742,47326,47104,46871,47212,46702,47699,48670,46527,45642,44639,44079,43706,40807,37609,36158,36346,35721,35200,36265,36944,37848,37166,37232,37247,36896,36329,36074,35105,34243,33458,32272,30973,29857,28910,27558,26132,24848,24605,23882,22963,22421,22300,21991,22610,23774,18263,17123,16902,15900,14510,13240
2015,3,m,40514,40501,40873,41982,39441,38696,37456,37674,36054,34835,32658,31458,30891,30149,30412,31508,32377,33083,34459,38747,41585,44150,44944,46294,49432,49111,48658,49520,48914,50417,49334,48372,47931,46614,46353,44817,42279,38406,36739,36921,36125,35633,36782,37535,38603,37548,37885,37706,37600,36732,36821,36572,35317,34744,33256,32241,31000,30037,28465,27374,26169,25636,25497,24391,24320,24137,24287,24927,26812,20411,19712,19078,17623,15789,14487
2015,4,m,36387,36385,36878,37647,36271,35158,34714,34492,33018,31972,30581,29829,28532,28190,28654,30021,30977,31277,33735,38536,41082,43282,43009,43622,45871,45329,45026,45631,44192,45830,45408,43999,44491,43549,43950,42700,40228,37091,36113,35896,35541,35596,37020,37804,38806,37411,37922,38126,38316,38357,38480,37856,36907,35842,34861,33059,32606,31467,30121,29293,28087,28033,27560,26579,26534,27278,27263,28287,30762,23603,22420,22468,20837,18372,16373
2015,5,m,33075,32765,33797,34314,33565,32849,32225,32570,31233,30543,29383,28983,28004,27151,28221,29298,30270,31211,32356,33876,36220,38040,38515,38961,40884,40421,40109,40729,39323,40447,40348,39183,39719,39188,39832,38853,37027,34357,33328,33460,33862,34134,35816,37188,37961,37319,38134,37688,38782,38379,38755,38636,38053,37241,36190,34739,33804,33316,31646,30768,29500,29521,29458,28464,28918,29351,30186,32027,34237,26443,25568,25053,23287,20451,18220
2015,6,m,31584,31711,32778,33347,33381,32458,32000,32118,31081,30500,29195,28655,27821,27642,28358,29571,30563,30985,32012,30755,32040,33147,33873,35248,36695,37042,36483,37208,36257,37388,36650,36529,36560,36888,37328,37043,35916,33479,32925,33638,34084,34499,36120,38173,38768,37905,38790,38698,40200,40158,40561,40157,39313,38481,37510,35473,35037,34516,33307,31917,31026,30813,30808,29695,30463,30656,32131,34012,36586,28016,27254,27164,25227,21984,19096
2015,7,m,29189,29316,30173,31530,31404,30573,30464,30812,30355,29867,28518,28783,27993,27801,28657,29985,30804,31428,32172,32182,32141,33170,32760,33681,34607,33809,32695,33215,32149,32879,32765,32164,33103,33254,34221,33973,33203,31271,31317,31576,32651,33931,35666,37679,38846,37663,39022,38767,40386,40661,40949,40523,39724,39247,37654,35946,35550,34457,33891,32752,31558,31638,31515,30346,30858,31747,33003,35043,38566,29690,28563,28484,25854,22602,19692
